,iyear,imonth,iday,country_txt,city,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,motive
342,2013,7,29,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"According to an online statement, Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident, stating that the attack was in retaliation for the Iraqi government's alleged ""crimes"" against the minority Sunni community. Moreover, the armed Islamist outfit claims that the incident was part of its newly launched offensive campaign called ""Harvesting the Soldiers""."
343,2013,7,29,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"According to an online statement, Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident, stating that the attack was in retaliation for the Iraqi government's alleged ""crimes"" against the minority Sunni community. Moreover, the armed Islamist outfit claims that the incident was part of its newly launched offensive campaign called ""Harvesting the Soldiers""."
344,2013,7,29,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"According to an online statement, Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident, stating that the attack was in retaliation for the Iraqi government's alleged ""crimes"" against the minority Sunni community. Moreover, the armed Islamist outfit claims that the incident was part of its newly launched offensive campaign called ""Harvesting the Soldiers""."
345,2013,7,29,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"According to an online statement, Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident, stating that the attack was in retaliation for the Iraqi government's alleged ""crimes"" against the minority Sunni community. Moreover, the armed Islamist outfit claims that the incident was part of its newly launched offensive campaign called ""Harvesting the Soldiers""."
346,2013,7,29,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"According to an online statement, Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident, stating that the attack was in retaliation for the Iraqi government's alleged ""crimes"" against the minority Sunni community. Moreover, the armed Islamist outfit claims that the incident was part of its newly launched offensive campaign called ""Harvesting the Soldiers""."
347,2013,7,29,Iraq,Baghdad,1,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),"According to an online statement, Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident, stating that the attack was in retaliation for the Iraqi government's alleged ""crimes"" against the minority Sunni community. Moreover, the armed Islamist outfit claims that the incident was part of its newly launched offensive campaign called ""Harvesting the Soldiers""."
348,2013,7,29,Iraq,Yathrib,1,Bombing/Explosion,Unknown,Iraq,Islamic State of Iraq and the Levant (ISIL),"According to an online statement, Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident, stating that the attack was in retaliation for the Iraqi government's alleged ""crimes"" against the minority Sunni community. Moreover, the armed Islamist outfit claims that the incident was part of its newly launched offensive campaign called ""Harvesting the Soldiers""."
349,2013,7,29,Iraq,Amiriyat Al-Fallujah,1,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),"According to an online statement, Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident, stating that the attack was in retaliation for the Iraqi government's alleged ""crimes"" against the minority Sunni community. Moreover, the armed Islamist outfit claims that the incident was part of its newly launched offensive campaign called ""Harvesting the Soldiers""."
350,2012,12,4,Greece,Aspropyrgos,1,Bombing/Explosion,Violent Political Party,Greece,Informal Anarchist Federation,"According to an online statement, the Informal Anarchist Federation claimed responsibility for the attack, stating that they targeted the Golden Dawn party offices because they wanted to attack them first before Golden Dawn attacked them."
351,2013,7,16,Greece,Athens,0,Bombing/Explosion,Government (General),Greece,Unsubordinated Desires,"According to an online statement, Unsubordinated Desires, also known as Rebellious Desires, claimed responsibility for the incident, stating that they executed the attack in order to support imprisoned anarchist Costas Sakkas."
352,1983,8,21,United States,New York City,1,Bombing/Explosion,Military,United States,United Freedom Front (UFF),"According to authorities, the communiqu� left at the scene stated to get out of El Salvador and Nicaragua and called for support for locked up freedom fighters and grand jury resisters."
353,2012,5,31,Mexico,Unknown,1,Facility/Infrastructure Attack,Business,Mexico,Knights Templar (Caballeros Templarios),"According to banners hung by the Knights Templar (Caballeros Templarios), the trucks were burned because the group believed they were helping transport government intelligence agents."
354,2011,5,11,Pakistan,Nowshera,0,Bombing/Explosion,Transportation,Pakistan,Unknown,"According to district police, the explosives were planted to target school buses on G.T. Road."
355,2008,7,2,India,Sonepur,1,Bombing/Explosion,Transportation,India,Naxalites,"According to fliers passed out in surrounding localities, Maoist insurgents blew up the railway tracks in response to what they said is a campaign of violence by local police against villagers."
356,2005,6,9,Thailand,Yamu,1,Bombing/Explosion,Police,Thailand,Unknown,"According to graffiti messages such as ""For the independence of the Pattani State,"" the aim was to further the independence movement in Pattani."
357,2008,6,14,Uganda,Pagei,1,Hostage Taking (Kidnapping),Private Citizens & Property,Uganda,Lord's Resistance Army (LRA),"According to information obtained, young boys abducted have been enrolled by force into the rebel army, while the girls serve as sex slaves for the soldiers."
358,2012,10,21,India,Bandhugaon,1,Armed Assault,Private Citizens & Property,India,Maoists,"According to letters found at the scene of the killing, Maoists claimed responsibility for the incident, stating that they attacked Gumpha Kadraka because they believed that he was a police informant."
359,2013,8,10,Afghanistan,Ghazni,1,Hostage Taking (Kidnapping),Government (General),Afghanistan,Taliban,"According to local officials, the Taliban kidnapped the parliament member in order to exchange her for both a ransom and the freedom of four Taliban commanders being held in prison."
360,2014,8,27,Syria,Quneitra,1,Hostage Taking (Kidnapping),Government (Diplomatic),International,Al-Nusrah Front,"According to military officials, Al-Nusrah Front kidnapped the Fijian peacekeepers so that specific demands could be met. Among those demands, it was requested that the group be removed from the UN list of terrorist groups. Additionally, Al-Nusrah Front requested that humanitarian aid be sent to specific areas within Damascus. Finally, the group requested monetary compensation for the deaths of three members recently killed by UN officers."
361,2007,11,7,Finland,Tuusula,1,Armed Assault,Educational Institution,Finland,Neo-Fascists,"According to news sources, the perpetrator posted videos on YouTube shortly before the shooting outlining his intentions, which included the elimination of ""disgraces of human race and failures of natural selection.""  However, many believe that the specific goal was to carry out a copy-cat shooting of the Virginia Tech Shooting in April 2007."
362,2011,4,4,India,Imphal,1,Armed Assault,Telecommunication,India,Kangleipak Communist Party (KCP),"According to official sources, Borbabu was killed for not paying the extortion demanded by the militants."
363,2008,7,28,Iraq,Kirkuk,1,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,"According to one source, the bombers targeted Kurdish demonstrators who were protesting a provincial elections measure blocked in parliament because of disagreement over a power-sharing formula in the disputed city of Kirkuk, an oil-rich area."
364,2008,7,28,Iraq,Kirkuk,0,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,"According to one source, the bombers targeted Kurdish demonstrators who were protesting a provincial elections measure blocked in parliament because of disagreement over a power-sharing formula in the disputed city of Kirkuk, an oil-rich area."
365,2013,7,31,India,Sulangi,1,Hostage Taking (Kidnapping),Government (General),India,Maoists,"According to pamphlets discovered at the scene of the incident, Maoists claimed responsibility for the incident, stating that they targeted Sumat Usendi because he was a police informant."
366,2012,12,12,Philippines,Roxas,1,Armed Assault,Police,Philippines,New People's Army (NPA),"According to pamphlets left at the scene of the attack, the assailants claimed that the attack was in retaliation for police action against local small-scale mining activities."
367,2011,3,15,Indonesia,Jakarta,1,Bombing/Explosion,Religious Figures/Institutions,Indonesia,Jemaah Islamiya (JI),"According to police, based on the materials used in the packages, the assailants aimed to instill fear and cause injuries, not cause deaths."
368,2011,3,15,Indonesia,Jakarta,0,Bombing/Explosion,Private Citizens & Property,Indonesia,Jemaah Islamiya (JI),"According to police, based on the materials used in the packages, the assailants aimed to instill fear and cause injuries, not cause deaths."
369,2011,3,15,Indonesia,Jakarta,0,Bombing/Explosion,Police,Indonesia,Jemaah Islamiya (JI),"According to police, based on the materials used in the packages, the assailants aimed to instill fear and cause injuries, not cause deaths."
370,2011,3,15,Indonesia,Jakarta,0,Bombing/Explosion,Private Citizens & Property,Indonesia,Jemaah Islamiya (JI),"According to police, based on the materials used in the packages, the assailants aimed to instill fear and cause injuries, not cause deaths."
371,2010,8,4,India,Gopiballavpur,1,Hostage Taking (Kidnapping),Private Citizens & Property,India,Unknown,"According to police, Routh was targeted for being a CPM supporter."
